"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"01/02/2021";"0000";"27,1";"27,7";"27,1";"82,0";"82,0";"79,0";"23,7";"23,8";"23,7";"1008,3";"1008,3";"1007,6";"2,0";"50,0";"4,7";"";"0,0"
"01/02/2021";"0100";"26,6";"27,1";"26,6";"85,0";"85,0";"82,0";"24,0";"24,0";"23,7";"1008,9";"1008,9";"1008,3";"2,0";"49,0";"4,6";"";"0,0"
"01/02/2021";"0200";"26,3";"26,6";"26,3";"87,0";"87,0";"85,0";"23,9";"24,1";"23,9";"1009,2";"1009,2";"1008,8";"1,5";"45,0";"4,6";"";"0,0"
"01/02/2021";"0300";"26,0";"26,3";"26,0";"88,0";"88,0";"87,0";"24,0";"24,0";"23,9";"1008,8";"1009,4";"1008,8";"1,6";"40,0";"4,1";"";"0,0"
"01/02/2021";"0400";"25,8";"26,0";"25,8";"90,0";"90,0";"88,0";"24,0";"24,1";"24,0";"1008,3";"1008,8";"1008,3";"1,6";"29,0";"5,4";"";"0,0"
"01/02/2021";"0500";"25,5";"25,8";"25,5";"91,0";"91,0";"90,0";"23,9";"24,0";"23,9";"1007,8";"1008,3";"1007,7";"1,2";"5,0";"4,5";"";"0,0"
"01/02/2021";"0600";"25,1";"25,5";"25,1";"92,0";"92,0";"91,0";"23,7";"23,9";"23,7";"1007,2";"1007,8";"1007,2";"0,8";"11,0";"3,8";"";"0,0"
"01/02/2021";"0700";"24,9";"25,1";"24,8";"93,0";"93,0";"92,0";"23,7";"23,7";"23,6";"1006,9";"1007,2";"1006,8";"0,9";"11,0";"3,0";"";"0,0"
"01/02/2021";"0800";"25,0";"25,1";"24,9";"93,0";"93,0";"93,0";"23,8";"23,9";"23,7";"1007,3";"1007,3";"1006,8";"1,4";"356,0";"3,4";"";"0,0"
"01/02/2021";"0900";"24,9";"25,0";"24,9";"93,0";"93,0";"93,0";"23,8";"23,9";"23,8";"1008,1";"1008,1";"1007,3";"1,7";"355,0";"3,5";"";"0,0"
"01/02/2021";"1000";"25,0";"25,0";"24,9";"94,0";"94,0";"93,0";"23,9";"23,9";"23,8";"1008,8";"1008,8";"1008,1";"1,0";"351,0";"4,7";"19,30";"0,0"
"01/02/2021";"1100";"26,2";"26,2";"25,0";"91,0";"94,0";"91,0";"24,6";"24,7";"23,9";"1009,3";"1009,3";"1008,8";"1,3";"22,0";"3,2";"403,10";"0,0"
"01/02/2021";"1200";"27,5";"27,9";"26,2";"81,0";"91,0";"81,0";"23,9";"25,1";"23,9";"1009,9";"1009,9";"1009,3";"1,6";"27,0";"4,7";"1245,20";"0,0"
"01/02/2021";"1300";"28,6";"29,0";"27,3";"76,0";"83,0";"75,0";"23,9";"25,1";"23,6";"1010,0";"1010,2";"1009,9";"1,7";"24,0";"4,8";"1795,70";"0,0"
"01/02/2021";"1400";"29,3";"30,0";"28,5";"72,0";"76,0";"70,0";"23,8";"24,5";"23,5";"1009,6";"1010,1";"1009,6";"2,2";"35,0";"6,2";"2156,50";"0,0"
"01/02/2021";"1500";"30,8";"31,1";"29,3";"65,0";"73,0";"64,0";"23,4";"25,1";"23,1";"1009,0";"1009,6";"1009,0";"3,7";"73,0";"7,4";"2965,50";"0,0"
"01/02/2021";"1600";"31,0";"31,4";"30,0";"63,0";"68,0";"62,0";"23,2";"24,0";"22,8";"1008,1";"1009,0";"1008,1";"2,6";"104,0";"7,4";"2590,80";"0,0"
"01/02/2021";"1700";"30,2";"31,7";"30,0";"67,0";"68,0";"61,0";"23,5";"24,4";"22,8";"1007,1";"1008,1";"1007,1";"3,1";"114,0";"6,9";"2842,90";"0,0"
"01/02/2021";"1800";"29,5";"30,7";"28,1";"71,0";"75,0";"63,0";"23,7";"24,1";"22,3";"1006,4";"1007,2";"1006,4";"2,7";"119,0";"9,7";"1823,80";"0,0"
"01/02/2021";"1900";"30,2";"30,6";"29,5";"69,0";"72,0";"67,0";"24,0";"24,6";"23,0";"1006,1";"1006,4";"1005,9";"3,1";"91,0";"6,8";"2288,30";"0,0"
"01/02/2021";"2000";"24,5";"30,5";"23,7";"95,0";"95,0";"69,0";"23,7";"24,5";"22,4";"1007,0";"1007,1";"1006,0";"2,5";"98,0";"13,2";"470,40";"31,6"
"01/02/2021";"2100";"25,1";"25,1";"24,4";"95,0";"95,0";"95,0";"24,3";"24,3";"23,6";"1006,6";"1007,2";"1006,6";"1,6";"68,0";"8,5";"108,40";"8,4"
"01/02/2021";"2200";"24,3";"25,9";"24,2";"93,0";"95,0";"91,0";"23,0";"25,1";"22,8";"1007,4";"1007,8";"1006,5";"2,0";"65,0";"9,8";"57,00";"1,2"
"01/02/2021";"2300";"25,1";"25,1";"24,2";"89,0";"93,0";"88,0";"23,1";"23,5";"22,8";"1007,6";"1007,7";"1007,0";"2,5";"121,0";"7,0";"0,70";"0,2"
"02/02/2021";"0000";"25,9";"26,0";"25,1";"89,0";"89,0";"88,0";"23,9";"23,9";"23,1";"1008,4";"1008,4";"1007,6";"2,4";"95,0";"5,1";"1,70";"0,0"
"02/02/2021";"0100";"25,8";"26,5";"25,8";"88,0";"89,0";"85,0";"23,6";"24,4";"23,6";"1008,9";"1008,9";"1008,3";"1,9";"45,0";"6,6";"1,50";"0,0"
"02/02/2021";"0200";"24,8";"25,8";"24,8";"90,0";"90,0";"88,0";"23,1";"23,6";"23,1";"1008,6";"1009,0";"1008,6";"1,4";"40,0";"5,0";"";"0,0"
"02/02/2021";"0300";"24,8";"24,8";"24,7";"91,0";"92,0";"90,0";"23,3";"23,3";"23,1";"1009,2";"1009,2";"1008,6";"0,8";"360,0";"2,8";"";"0,0"
"02/02/2021";"0400";"24,6";"24,9";"24,6";"93,0";"93,0";"91,0";"23,4";"23,4";"23,3";"1008,6";"1009,3";"1008,6";"1,4";"37,0";"4,2";"";"1,8"
"02/02/2021";"0500";"24,5";"24,7";"24,5";"94,0";"94,0";"93,0";"23,5";"23,6";"23,4";"1007,7";"1008,6";"1007,7";"1,0";"2,0";"3,0";"";"0,8"
"02/02/2021";"0600";"24,4";"24,6";"24,4";"95,0";"95,0";"94,0";"23,5";"23,6";"23,5";"1007,1";"1007,9";"1007,1";"0,6";"22,0";"2,6";"";"0,0"
"02/02/2021";"0700";"24,6";"24,7";"24,4";"95,0";"95,0";"95,0";"23,7";"23,9";"23,5";"1007,0";"1007,3";"1007,0";"0,8";"17,0";"2,9";"";"0,4"
"02/02/2021";"0800";"24,7";"24,7";"24,6";"95,0";"95,0";"95,0";"23,9";"23,9";"23,8";"1007,5";"1007,5";"1007,0";"0,9";"11,0";"3,0";"";"1,6"
"02/02/2021";"0900";"23,3";"24,8";"23,1";"95,0";"95,0";"94,0";"22,5";"24,0";"22,1";"1008,3";"1008,3";"1007,3";"3,2";"144,0";"8,5";"0,90";"9,0"
"02/02/2021";"1000";"22,4";"23,5";"22,4";"96,0";"96,0";"95,0";"21,7";"22,6";"21,7";"1008,9";"1008,9";"1008,3";"3,1";"172,0";"7,0";"1,30";"22,4"
"02/02/2021";"1100";"23,2";"23,2";"22,4";"96,0";"96,0";"96,0";"22,6";"22,6";"21,8";"1009,9";"1009,9";"1008,8";"1,6";"178,0";"5,6";"10,70";"8,0"
"02/02/2021";"1200";"23,6";"23,7";"23,2";"96,0";"96,0";"96,0";"22,9";"23,0";"22,6";"1010,6";"1010,9";"1009,8";"1,4";"248,0";"3,3";"30,30";"8,4"
